pool_id,title,work_date,source_institution,source_url,accession_id,source_series,practice,subject_count_from_title,v1_candidate,exclusion_reason,source_checked_on
AP-CAR-0046,"Gloria Cloud, waitress, Hobbs, New Mexico, 9/27/80",1980,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/gloria-cloud-waitress-hobbs-new-mexico-92780-p19852867,P1985.28.67,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0047,"Gordon Stevenson, drifter, Interstate 90, Butte, Montana, 8/25/79",1979,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/gordon-stevenson-drifter-interstate-90-butte-montana-82579-p198528102,P1985.28.102,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0048,"Hansel Nicholas Burum, coal miner, Somerset, Colorado, 12/17/79",1979,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/hansel-nicholas-burum-coal-miner-somerset-colorado-121779-p198528123,P1985.28.123,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0049,"Harrison Tsosie, cowboy, Navajo Reservation, Window Rock, Arizona, 6/13/79",1979,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/harrison-tsosie-cowboy-navajo-reservation-window-rock-arizona-61379-p19852882,P1985.28.82,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0050,"Heidi Hamilton, Gordy Bray, rodeo contestants, Douglas, Wyoming, 7/28/81",1981,Amon Carter Museum of American Art,https://www.cartermuseum.org/carter-collection/collection-group/american-west?page=2,P1985.28.94,In the American West,portrait,2,false,title names 2 human subjects,2026-08-27
AP-CAR-0051,"Henry Glisan, drifter, Denver, Colorado, 6/15/83",1983,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/henry-glisan-drifter-denver-colorado-61583-p19852813,P1985.28.13,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0052,"Homer Emmons, coal miner, Somerset, Colorado, 8/28/80",1980,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/homer-emmons-coal-miner-somerset-colorado-82880-p198528124,P1985.28.124,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0053,"James Kimberlin, drifter, State Road 18, Hobbs, New Mexico, 10/7/80",1980,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/james-kimberlin-drifter-state-road-18-hobbs-new-mexico-10780-p19852822,P1985.28.22,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0054,"James Lykins, oil field worker, Rawson, North Dakota, 8/17/82",1982,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/james-lykins-oil-field-worker-rawson-north-dakota-81782-p19852849,P1985.28.49,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0055,"James Story, coal miner, Somerset, Colorado, 12/18/79",1979,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/james-story-coal-miner-somerset-colorado-121879-p198528119,P1985.28.119,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0056,"Janet Tobler, housewife, and her husband Randy, insulator, Glenrock, Wyoming, 9/4/83",1983,Amon Carter Museum of American Art,https://www.cartermuseum.org/carter-collection/collection-group/american-west?page=2,P1985.28.99,In the American West,portrait,2,false,title names 2 human subjects,2026-08-27
AP-CAR-0057,"Jason Jade Hess, fifteen year old, Burley, Idaho, 8/19/83",1983,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/jason-jade-hess-fifteen-year-old-burley-idaho-81983-p1985282,P1985.28.2,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0058,"Jay Greene, grain thresher, Burley, Idaho, 8/19/83",1983,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/jay-greene-grain-thresher-burley-idaho-81983-p1985289,P1985.28.9,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0059,"Jeannie Banta, waitress, Salmon, Idaho, 8/25/83",1983,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/jeannie-banta-waitress-salmon-idaho-82583-p19852842,P1985.28.42,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0060,"Jerry Don Keeter, oil field worker, El Reno, Oklahoma, 6/16/80",1980,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/jerry-don-keeter-oil-field-worker-el-reno-oklahoma-61680-p19852860,P1985.28.60,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0061,"Jesse Kleinsasser, pig man, Hutterite Colony, Harlowton, Montana, 6/23/83",1983,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/jesse-kleinsasser-pig-man-hutterite-colony-harlowton-montana-62383-p19852890,P1985.28.90,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0062,"Jesus Cervantes, Manuel Heredia, prisoners, Bexar County Jail, San Antonio, Texas, 6/5/80",1980,Amon Carter Museum of American Art,https://www.cartermuseum.org/carter-collection/collection-group/american-west?page=3,P1985.28.114,In the American West,portrait,2,false,title names 2 human subjects,2026-08-27
AP-CAR-0063,"Jimmy Lopez, gypsum miner, Sweetwater, Texas, 6/15/79",1979,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/jimmy-lopez-gypsum-miner-sweetwater-texas-61579-p19852859,P1985.28.59,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0064,"Joe Butler, coal miner, Reliance, Wyoming, 8/28/79",1979,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/joe-butler-coal-miner-reliance-wyoming-82879-p19852853,P1985.28.53,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0065,"Joe Dobosz, uranium miner, Church Rock, New Mexico, 6/13/79",1979,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/joe-dobosz-uranium-miner-church-rock-new-mexico-61379-p19852857,P1985.28.57,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0066,"John Harrison, lumber salesman, and his daughter Melissa, Lewisville, Texas, 11/22/81",1981,Amon Carter Museum of American Art,https://www.cartermuseum.org/carter-collection/collection-group/american-west?page=3,P1985.28.68,In the American West,portrait,2,false,title names 2 human subjects,2026-08-27
AP-CAR-0067,"Jonathan Stahl, blacksmith, Sam Stahl, farmer, Hutterite Colony, Gilford, Montana, 7/19/83",1983,Amon Carter Museum of American Art,https://www.cartermuseum.org/carter-collection/collection-group/american-west?page=3,P1985.28.89,In the American West,portrait,2,false,title names 2 human subjects,2026-08-27
AP-CAR-0068,"Juan Patricio Lobato, carney, Rocky Ford, Colorado, 8/23/80",1980,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/juan-patricio-lobato-carney-rocky-ford-colorado-82380-p19852812,P1985.28.12,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0069,"Julia Waldner, fifteen year old, Hutterite Colony, Harlowton, Montana, 6/23/83",1983,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/julia-waldner-fifteen-year-old-hutterite-colony-harlowton-montana-62383-p19852892,P1985.28.92,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0070,"Justin Wearley, ranch hand, Augusta, Montana, 6/27/82",1982,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/justin-wearley-ranch-hand-augusta-montana-62782-p19852874,P1985.28.74,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0071,"Lance Barron, Mel Pyeatt, coal miners, Reliance, Wyoming, 8/28/79",1979,Amon Carter Museum of American Art,https://www.cartermuseum.org/carter-collection/collection-group/american-west?page=3,P1985.28.118,In the American West,portrait,2,false,title names 2 human subjects,2026-08-27
AP-CAR-0072,"Leonard Ray Blanchard, ex-prize fighter, Las Vegas, Nevada, 12/14/80",1980,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/leonard-ray-blanchard-ex-prize-fighter-las-vegas-nevada-121480-p1985286,P1985.28.6,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0073,"Lloyd Bloom, oil field worker, Williston, North Dakota, 8/21/82",1982,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/lloyd-bloom-oil-field-worker-williston-north-dakota-82182-p198528111,P1985.28.111,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0074,"Loretta, Loudilla, and Kay Johnson, co-presidents, Loretta Lynn Fan Club, Wild Horse, Colorado, 6/16/83",1983,Amon Carter Museum of American Art,https://www.cartermuseum.org/carter-collection/collection-group/american-west?page=3,P1985.28.48,In the American West,portrait,3,false,title names 3 human subjects,2026-08-27
AP-CAR-0075,"Lyal Burr, coal miner, and his sons Kerry and Phillip, the Church of Jesus Christ of Latter-Day Saints, Koosharem, Utah, 5/7/81",1981,Amon Carter Museum of American Art,https://www.cartermuseum.org/carter-collection/collection-group/american-west?page=3,P1985.28.52,In the American West,portrait,3,false,title names 3 human subjects,2026-08-27
AP-CAR-0076,"Marie Larsen, patient, State Hospital, Las Vegas, New Mexico, 4/1/80",1980,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/marie-larsen-patient-state-hospital-las-vegas-new-mexico-4180-p19852864,P1985.28.64,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0077,"Mark Wyatt, twelve year old, Burley, Idaho, 8/19/83",1983,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/mark-wyatt-twelve-year-old-burley-idaho-81983-p19852878,P1985.28.78,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0078,"Mart Kleinsasser, sheep man, Mike Kleinsasser, cow man, Hutterite Colony, Harlowton, Montana, 6/23/83",1983,Amon Carter Museum of American Art,https://www.cartermuseum.org/carter-collection/collection-group/american-west?page=3,P1985.28.91,In the American West,portrait,2,false,title names 2 human subjects,2026-08-27
AP-CAR-0079,"Marvin Morrison, hay hauler, Kellie Bennett, salesgirl, Burley, Idaho, 8/19/83",1983,Amon Carter Museum of American Art,https://www.cartermuseum.org/carter-collection/collection-group/american-west?page=3,P1985.28.20,In the American West,portrait,2,false,title names 2 human subjects,2026-08-27
AP-CAR-0080,"Mary Watts, factory worker, and her niece Tricia Steward, Sweetwater, Texas, 3/10/79",1979,Amon Carter Museum of American Art,https://www.cartermuseum.org/carter-collection/collection-group/american-west?page=3,P1985.28.43,In the American West,portrait,2,false,title names 2 human subjects,2026-08-27
AP-CAR-0081,"Max Bennett, retired copper smelter, and his daughter Shannon, Fort Bridger, Wyoming 9/4/83",1983,Amon Carter Museum of American Art,https://www.cartermuseum.org/carter-collection/collection-group/american-west?page=4,P1985.28.4,In the American West,portrait,2,false,title names 2 human subjects,2026-08-27
AP-CAR-0082,"Mike Bencich, Dan Ashberger, coal miners, Somerset, Colorado, 8/29/80",1980,Amon Carter Museum of American Art,https://www.cartermuseum.org/carter-collection/collection-group/american-west?page=4,P1985.28.3,In the American West,portrait,2,false,title names 2 human subjects,2026-08-27
AP-CAR-0083,"Milo Dewitt, cowboy, Payson, Arizona, 8/29/82",1982,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/milo-dewitt-cowboy-payson-arizona-82982-p19852810,P1985.28.10,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0084,"Myrna Sandoval, eighteen year old, and her sister Claudia, fourteen year old, El Paso, Texas 4/20/82",1982,Amon Carter Museum of American Art,https://www.cartermuseum.org/carter-collection/collection-group/american-west?page=4,P1985.28.51,In the American West,portrait,2,false,title names 2 human subjects,2026-08-27
AP-CAR-0085,"Patricia Wilde, housekeeper, Kalispell, Montana, 6/12/81",1981,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/patricia-wilde-housekeeper-kalispell-montana-61281-p19852863,P1985.28.63,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0086,"Peggy Daniels, cashier, Giddings, Texas 5/7/81",1981,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/peggy-daniels-cashier-giddings-texas-5781-p19852839,P1985.28.39,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0087,"Petra Alvarado, factory worker, El Paso, Texas, on her birthday 4/22/82",1982,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/petra-alvarado-factory-worker-el-paso-texas-her-birthday-42282-p19852814,P1985.28.14,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0088,"Red Owens, oil field worker, Velma, Oklahoma, 6/12/80",1980,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/red-owens-oil-field-worker-velma-oklahoma-61280-p19852823,P1985.28.23,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0089,"Reverend Andrew Goodwin, pastor, Baptist Church, Miles City, Montana, 5/18/81",1981,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/reverend-andrew-goodwin-pastor-baptist-church-miles-city-montana-51881-p19852824,P1985.28.24,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0090,"Richard Garber, drifter, Interstate 15, Provo, Utah, 8/20/80",1980,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/richard-garber-drifter-interstate-15-provo-utah-82080-p198528110,P1985.28.110,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0091,"Richard Wheatcroft, rancher, Jordan, Montana, 6/19/81",1981,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/richard-wheatcroft-rancher-jordan-montana-61981-p19852835,P1985.28.35,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0092,"Rick Davis, drifter, Interstate 94, Buffalo, North Dakota, 7/13/82",1982,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/rick-davis-drifter-interstate-94-buffalo-north-dakota-71382-p198528113,P1985.28.113,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0093,"Rick Walters, auto mechanic, Thora Rasmussen, waitress, Calgary, Alberta, 7/16/83",1983,Amon Carter Museum of American Art,https://www.cartermuseum.org/carter-collection/collection-group/american-west?page=4,P1985.28.95,In the American West,portrait,2,false,title names 2 human subjects,2026-08-27
AP-CAR-0094,"Rita Carl, law enforcement student, Sweetwater, Texas, 3/10/79",1979,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/rita-carl-law-enforcement-student-sweetwater-texas-31079-p19852815,P1985.28.15,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0095,"Robert Dixon, meat packer, Aurora, Colorado, 6/15/83",1983,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/robert-dixon-meat-packer-aurora-colorado-61583-p19852817,P1985.28.17,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0096,"Robert Gonzalez, prisoner, Bexar County Jail, San Antonio, Texas, 6/5/80",1980,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/robert-gonzalez-prisoner-bexar-county-jail-san-antonio-texas-6580-p198528103,P1985.28.103,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0097,"Roberto Lopez, oil field worker, Lyons, Texas, 9/28/80",1980,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/roberto-lopez-oil-field-worker-lyons-texas-92880-p19852876,P1985.28.76,In the American West,portrait,1,true,,2026-08-27
AP-CAR-0098,"Rochelle Justin, patient, State Hospital, Las Vegas, New Mexico, 4/1/80",1980,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/rochelle-justin-patient-state-hospital-las-vegas-new-mexico-4180-p19852869,P1985.28.69,In the American West,portrait,1,true,,2026-08-27
