record_id,title,work_date,source_institution,source_url,accession_id,source_series,analysis_subset,source_checked_on,practice,subject_count,controlled_background,environment_visible,v1_candidate,exclusion_reason,image_structure,framing_scale,head_view,head_tilt,chin_angle,torso_view,face_visibility,crop_pattern,gaze_direction,mouth_state,expression_intensity,hands_visibility,hand_relation,shoulder_state,torso_rotation,posture_openness,weight_distribution,pose_motion,image_orientation,subject_placement,negative_space_bias,background_tone,seamless_background,backdrop_edge_visible,black_border_visible,face_frame_height_ratio,figure_frame_height_ratio,tonality,key_direction,shadow_hardness,facial_shadow_pattern,overall_contrast,highlight_clipping_visible,deep_black_area,observed_notes,annotation_confidence,needs_review,review_reason,annotator,annotated_on
AP-PIL-CAR-01,"A. L. Bean, cotton farmer, Sweetwater, Texas, 3/10/79",1979,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/l-bean-cotton-farmer-sweetwater-texas-31079-p19852840,P1985.28.40,In the American West,in_the_american_west,2026-08-27,portrait,1,yes,none,true,,single_frame,three_quarter_body,frontal,level,neutral,frontal,full,none,camera,closed_neutral,medium,both,touching_body,level,none,closed,centered,still,portrait,centered,balanced,white,yes,no,yes,0.15,0.91,black_and_white,frontal,soft,under_features,high,unclear,medium,单人；戴牛仔帽；头和躯干正面；头部至大腿上部附近可见；双手位于裤袋；人物居中；背景为白色无缝面，四周可见黑色印框；目光朝镜头，嘴闭合；未见环境物件。,high,false,,codex-carter-review,2026-08-27
AP-PIL-CAR-02,"Alfred Lester, dryland farmer, Charboneau, North Dakota, 8/17/82",1982,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/alfred-lester-dryland-farmer-charboneau-north-dakota-81782-p19852880,P1985.28.80,In the American West,in_the_american_west,2026-08-27,portrait,1,yes,none,true,,single_frame,three_quarter_body,frontal,level,neutral,frontal,full,none,camera,closed_neutral,medium,one,resting,level,slight,open,centered,still,portrait,centered,balanced,white,yes,no,yes,0.15,0.88,black_and_white,frontal,soft,under_features,medium,unclear,small,单人；头部至大腿上部附近可见；头部和躯干大致正面；画面右侧一只手在身体旁，另一侧手未见；一根背带从肩部至腰部；人物居中；白色无缝背景，四周黑色印框；目光朝镜头，嘴闭合；未见环境物件。,high,false,,codex-carter-review,2026-08-27
AP-PIL-CAR-03,"Charlene Van Tighem, physical therapist, Augusta, Montana, 6/23/83",1983,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/charlene-van-tighem-physical-therapist-augusta-montana-62383-p1985281,P1985.28.1,In the American West,in_the_american_west,2026-08-27,portrait,1,yes,none,true,,single_frame,waist_up,frontal,level,neutral,frontal,full,none,camera,lips_parted,medium,none,not_applicable,level,none,open,centered,still,portrait,centered,balanced,white,yes,no,yes,0.20,0.90,black_and_white,frontal,soft,under_features,medium,unclear,medium,单人；头部至腰部/上胯部可见；长发垂至胸部；头和躯干正面；双臂下垂，手未入镜；穿比基尼上衣和运动短裤；人物居中；白色无缝背景，四周黑色印框；目光朝镜头；嘴部略分开；未见环境物件。,high,false,,codex-carter-review,2026-08-27
AP-PIL-CAR-04,"Emory J. Stovall, scientist, Los Alamos, New Mexico, 6/12/79",1979,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/emory-j-stovall-scientist-los-alamos-new-mexico-61279-p19852872,P1985.28.72,In the American West,in_the_american_west,2026-08-27,portrait,1,yes,none,true,,single_frame,three_quarter_body,frontal,level,neutral,frontal,full,none,camera,closed_neutral,medium,both,gripping_object,level,none,open,centered,still,portrait,centered,balanced,white,yes,no,yes,0.15,0.92,black_and_white,frontal,soft,under_features,medium,unclear,small,单人；头部至大腿上部附近可见；头和躯干正面；双手各持一个公文包；胸前有工作徽章，领口有 bolo tie；人物居中；白色无缝背景，四周黑色印框；目光朝镜头，嘴闭合；未见环境物件。,high,false,,codex-carter-review,2026-08-27
AP-PIL-CAR-05,"Jesse Kleinsasser, pig man, Hutterite Colony, Harlowton, Montana, 6/23/83",1983,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/jesse-kleinsasser-pig-man-hutterite-colony-harlowton-montana-62383-p19852890,P1985.28.90,In the American West,in_the_american_west,2026-08-27,portrait,1,yes,none,true,,single_frame,three_quarter_body,frontal,level,neutral,frontal,full,none,camera,closed_neutral,low,both,holding_clothing,level,slight,mixed,centered,still,portrait,centered,balanced,white,yes,no,yes,0.14,0.95,black_and_white,frontal,soft,under_features,high,unclear,large,单人；戴鸭舌帽；头部至小腿附近可见，双脚未入镜；头部正面，躯干略转；双手位于腰部/衣襟，一手插入衣襟，另一手抓住前襟；人物居中；白色无缝背景，四周黑色印框；目光朝镜头，嘴闭合；未见环境物件。,high,false,,codex-carter-review,2026-08-27
AP-PIL-CAR-06,"Ronald Fischer, beekeeper, Davis, California, 5/9/81",1981,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/ronald-fischer-beekeeper-davis-california-5981-p198528107,P1985.28.107,In the American West,in_the_american_west,2026-08-27,portrait,1,yes,none,true,,single_frame,waist_up,frontal,level,neutral,frontal,full,none,camera,closed_neutral,medium,none,not_applicable,level,none,open,centered,still,portrait,centered,balanced,white,yes,no,yes,0.17,0.90,black_and_white,frontal,soft,minimal,medium,unclear,small,单人；头部至腰部附近可见；头和躯干正面；双臂下垂，手未入镜；头部、颈部、躯干和手臂表面可见多只蜜蜂；人物居中；白色无缝背景，四周黑色印框；目光朝镜头，嘴闭合；未见环境物件。,high,false,,codex-carter-review,2026-08-27
AP-PIL-CAR-07,"Unidentified migrant worker, Eagle Pass, Texas, 12/10/79",1979,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/unidentified-migrant-worker-eagle-pass-texas-121079-p19852819,P1985.28.19,In the American West,in_the_american_west,2026-08-27,portrait,1,yes,none,true,,single_frame,waist_up,frontal,level,neutral,frontal,full,none,camera,closed_neutral,high,none,not_applicable,level,none,open,centered,still,portrait,centered,balanced,white,yes,no,yes,0.18,0.90,black_and_white,frontal,medium,mixed,high,unclear,medium,单人；头部至腰部附近可见；头和躯干正面；湿长发覆盖部分额头和面部边缘；上身裸露，画面右侧肩部挂有一件衣物；双手未入镜；人物居中；白色无缝背景，四周黑色印框；目光朝镜头，嘴闭合；未见环境物件。,high,false,,codex-carter-review,2026-08-27
AP-PIL-CAR-08,"Valentino Curley, grave digger, Navajo Reservation, Ganado, Arizona, 12/6/80",1980,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/valentino-curley-grave-digger-navajo-reservation-ganado-arizona-12680-p19852866,P1985.28.66,In the American West,in_the_american_west,2026-08-27,portrait,1,yes,none,true,,single_frame,waist_up,frontal,unclear,neutral,frontal,full,none,camera,lips_parted,medium,one,resting,level,slight,open,not_assessable,still,portrait,centered,balanced,white,yes,no,yes,0.17,0.90,black_and_white,frontal,medium,one_side,high,unclear,medium,单人；头部至腰部/上胯部可见；头部略偏向画面左侧，躯干有轻微侧转；画面右侧一只手在身体旁，另一侧手未见；身穿长外套；人物居中；白色无缝背景，四周黑色印框；目光朝镜头，嘴部略分开；未见环境物件。,medium,true,头部与躯干的轻微方向及另一只手是否出框需复核。,codex-carter-review,2026-08-27
AP-PIL-CAR-09,"G. R. Cook III, rodeo contestant, Douglas, Wyoming, 7/27/81",1981,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/g-r-cook-iii-rodeo-contestant-douglas-wyoming-72781-p1985285,P1985.28.5,In the American West,in_the_american_west,2026-08-27,portrait,1,yes,none,true,,single_frame,three_quarter_body,frontal,level,neutral,frontal,full,none,camera,lips_parted,medium,partial,touching_body,level,slight,mixed,centered,still,portrait,centered,balanced,white,yes,no,yes,0.15,0.92,black_and_white,frontal,soft,under_features,high,unclear,medium,单人；头部至大腿上部附近；头和躯干大致正面；画面右侧一只手置于牛仔裤口袋，另一只手未见；身穿深色 T 恤和牛仔裤，腰部有大皮带扣；人物居中；白色无缝背景，四周黑色印框；目光朝镜头；嘴部略分开；未见环境物件。,high,false,,codex-carter-review,2026-08-27
AP-PIL-CAR-10,"Petra Alvarado, factory worker, El Paso, Texas, on her birthday 4/22/82",1982,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/petra-alvarado-factory-worker-el-paso-texas-her-birthday-42282-p19852814,P1985.28.14,In the American West,in_the_american_west,2026-08-27,portrait,1,yes,none,true,,single_frame,waist_up,frontal,level,neutral,frontal,full,none,camera,lips_parted,medium,one,gripping_object,one_raised,slight,mixed,not_assessable,still,portrait,centered,balanced,white,yes,no,yes,0.19,0.91,black_and_white,frontal,soft,one_side,high,unclear,medium,单人；头部至髋部附近可见；头和躯干大致正面；一只手横在腹部并接触肩部垂下的花朵和纸币饰带，另一只手未见；人物居中；白色无缝背景，四周黑色印框；目光朝镜头；嘴部略分开；未见环境物件。,high,false,,codex-carter-review,2026-08-27
AP-EXP-CAR-01,"Allen Silvy, drifter, Route 93, Chloride, Nevada, 12/14/80",1980-12-14,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/allen-silvy-drifter-route-93-chloride-nevada-121480-p19852841,P1985.28.41,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,three_quarter_body,frontal,level,neutral,frontal,full,leg_or_foot,camera,closed_neutral,medium,both,resting,level,slight,closed,centered,still,portrait,centered,balanced,white,yes,no,yes,0.22,0.91,black_and_white,unclear,unclear,unclear,medium,no,medium,官方详情页图像实际显示：单人黑白肖像；男性正面站立，双手插入西装外套口袋，头部与躯干位于画面中央；画面下缘截至大腿上部；眼睛朝向镜头、嘴唇闭合；白色连续背景，四周可见黑色边框。,high,false,,codex_carter_v2,2026-08-28
AP-EXP-CAR-02,"Andrea D'Amato, student, Santa Fe, New Mexico, 4/3/80",1980-04-03,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/andrea-damato-student-santa-fe-new-mexico-4380-p19852883,P1985.28.83,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,three_quarter_body,frontal,level,neutral,frontal,full,leg_or_foot,camera,closed_neutral,medium,both,clasped,level,none,closed,centered,still,portrait,centered,balanced,white,yes,no,yes,0.19,0.90,black_and_white,unclear,unclear,unclear,medium,no,small,官方详情页图像实际显示：单人黑白肖像；女性正面站立，双手在下巴处合拢；头部与躯干居中，画面下缘截至大腿上部；眼睛朝向镜头、嘴唇闭合；白色连续背景，四周可见黑色边框。,high,false,,codex_carter_v2,2026-08-28
AP-EXP-CAR-03,"Bill Hanken, construction worker, Cody, Wyoming, 7/4/82",1982-07-04,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/bill-hanken-construction-worker-cody-wyoming-7482-p19852847,P1985.28.47,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,waist_up,frontal,level,neutral,frontal,full,hand_or_arm,camera,closed_neutral,medium,none,not_applicable,level,none,open,centered,still,portrait,centered,balanced,white,yes,no,yes,0.19,0.90,black_and_white,unclear,unclear,unclear,medium,no,small,官方详情页图像实际显示：单人黑白肖像；年轻男性正面站立，卷曲金发，穿网眼衫；画面下缘截至腰部，双臂在身体两侧且手未入镜；眼睛朝向镜头、嘴唇闭合；白色连续背景，四周可见黑色边框。,high,false,,codex_carter_v2,2026-08-28
AP-EXP-CAR-04,"Jason Jade Hess, fifteen year old, Burley, Idaho, 8/19/83",1983-08-19,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/jason-jade-hess-fifteen-year-old-burley-idaho-81983-p1985282,P1985.28.2,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,tight_head,frontal,level,neutral,frontal,full,none,camera,closed_neutral,medium,none,not_applicable,level,none,open,centered,still,portrait,centered,minimal,white,yes,no,yes,0.26,0.91,black_and_white,unclear,unclear,unclear,medium,no,small,官方详情页图像实际显示：单人黑白近距离肖像；男孩碗盖头、鼻子和脸颊有雀斑，头部正面，肩部与上胸入镜；画面下缘截在胸部附近，脸部五官完整；眼睛朝向镜头、嘴唇闭合；白色连续背景，四周可见黑色边框。,high,false,,codex_carter_v2,2026-08-28
AP-EXP-CAR-05,"Juan Patricio Lobato, carney, Rocky Ford, Colorado, 8/23/80",1980-08-23,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/juan-patricio-lobato-carney-rocky-ford-colorado-82380-p19852812,P1985.28.12,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,three_quarter_body,three_quarter_facing_image_right,level,lowered,profile_facing_image_right,full,leg_or_foot,camera,closed_neutral,medium,none,not_applicable,one_raised,strong,closed,image_right,still,portrait,dynamic,image_left,white,yes,no,yes,0.19,0.91,black_and_white,unclear,unclear,unclear,medium,no,medium,官方详情页图像实际显示：单人黑白肖像；男性身体几乎侧向，躯干呈明显 S 曲线，双臂在背后，深色 T 恤从颈后掀起；画面下缘截至大腿上部；头部朝画面右侧并回望镜头，嘴唇闭合；白色连续背景，四周可见黑色边框。,medium,true,头部水平旋转位于三分之四朝向与近侧面之间，后续以更高分辨率复核 head_view；其余结构字段可由官方详情页图像确认。,codex_carter_v2,2026-08-28
AP-EXP-CAR-06,"Benson James, drifter, Route 66, Gallup, New Mexico, 6/30/79",1979-06-30,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/benson-james-drifter-route-66-gallup-new-mexico-63079-p19852826,P1985.28.26,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,three_quarter_body,frontal,level,neutral,frontal,full,leg_or_foot,camera,closed_neutral,medium,none,not_applicable,level,none,open,centered,still,portrait,centered,balanced,white,yes,no,yes,0.20,0.91,black_and_white,unclear,unclear,unclear,high,no,medium,官方详情页图像实际显示：单人黑白肖像；男性正面站立，长发，穿有明显污渍的衣物；画面下缘截至大腿上部，双手未入镜；眼睛眯起并朝向镜头，嘴唇闭合；白色连续背景，四周可见黑色边框。,high,false,,codex_carter_v2,2026-08-28
AP-EXP-CAR-07,"Carol Crittendon, bartender, Butte, Montana, 7/1/81",1981-07-01,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/carol-crittendon-bartender-butte-montana-7181-p19852845,P1985.28.45,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,waist_up,frontal,level,neutral,frontal,full,none,camera,closed_neutral,low,none,not_applicable,level,none,open,centered,still,portrait,centered,balanced,white,yes,no,yes,0.19,0.90,black_and_white,unclear,unclear,unclear,medium,no,small,官方详情页图像实际显示：单人黑白肖像；女性正面站立，长漂白金发，穿白色抹胸和长裤；画面下缘截至腰部附近，双臂下垂且双手未入镜；眼睛朝向镜头、嘴唇闭合；白色连续背景，四周可见黑色边框。,high,false,,codex_carter_v2,2026-08-28
AP-EXP-CAR-08,"Craig Panike, drummer, High School Band, Weiser, Idaho, 6/27/81",1981-06-27,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/craig-panike-drummer-high-school-band-weiser-idaho-62781-p19852887,P1985.28.87,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,bust,frontal,level,neutral,frontal,full,none,camera,lips_parted,medium,none,not_applicable,level,none,open,centered,still,portrait,centered,balanced,white,yes,no,yes,0.18,0.89,black_and_white,unclear,unclear,unclear,medium,no,medium,官方详情页图像实际显示：单人黑白肖像；少年正面站立，戴明显过大的白色行进乐队帽并穿制服；画面下缘截至胸部附近，双手未入镜；眼睛朝向镜头、嘴唇略分开；白色连续背景，四周可见黑色边框。,high,false,,codex_carter_v2,2026-08-28
AP-EXP-CAR-09,"Harrison Tsosie, cowboy, Navajo Reservation, Window Rock, Arizona, 6/13/79",1979-06-13,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/harrison-tsosie-cowboy-navajo-reservation-window-rock-arizona-61379-p19852882,P1985.28.82,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,three_quarter_body,frontal,level,neutral,frontal,full,top_of_head,camera,closed_smile,medium,both,touching_body,level,none,open,centered,still,portrait,centered,balanced,white,yes,no,yes,0.17,0.92,black_and_white,unclear,unclear,unclear,medium,no,medium,官方详情页图像实际显示：单人黑白肖像；男性正面站立，长发，戴牛仔帽，穿纽扣衬衫、牛仔裤和 chaps；双手叉腰；画面下缘截至大腿上部，帽顶接近并触及上边缘；眼睛朝向镜头、嘴角略上扬；白色连续背景，四周可见黑色边框。,high,false,,codex_carter_v2,2026-08-28
AP-EXP-CAR-10,"Ruby Holden, pawnbroker, Henderson, Nevada, 12/17/80",1980-12-17,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/ruby-holden-pawnbroker-henderson-nevada-121780-p19852830,P1985.28.30,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,three_quarter_body,three_quarter_facing_image_left,level,neutral,frontal,full,leg_or_foot,image_left,closed_neutral,medium,one,touching_body,one_raised,slight,mixed,centered,still,portrait,centered,balanced,white,yes,no,yes,0.18,0.90,black_and_white,unclear,unclear,unclear,medium,no,small,官方详情页图像实际显示：单人黑白肖像；女性身体正面、头部转向画面左侧；穿运动衫，一只手放在对侧肩部，另一只手未入镜；画面下缘截至大腿上部；眼睛看向画面左侧、嘴唇闭合；白色连续背景，四周可见黑色边框。,high,false,,codex_carter_v2,2026-08-28
AP-EXP-CAR-11,"B. J. Van Fleet, nine year old, Ennis, Montana, 7/2/82",1982,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/b-j-van-fleet-nine-year-old-ennis-montana-7282-p19852865,P1985.28.65,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,three_quarter_body,frontal,level,neutral,frontal,full,leg_or_foot,camera,closed_neutral,medium,both,gripping_object,level,slight,mixed,centered,still,portrait,centered,balanced,white,yes,no,yes,0.18,0.91,black_and_white,unclear,unclear,unclear,medium,no,medium,实际查看官方详情页图像：单人男孩正面站立，穿绗缝马甲和运动衫，双手横握步枪于躯干前；视线朝向相机、嘴部闭合；画面下缘截断腿部，白色连续背景与黑色边框可见。,high,false,,codex_carter_v2,2026-08-28
AP-EXP-CAR-12,"Billy Mudd, Trucker, Alto, Texas, 5/7/81",1981,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/billy-mudd-trucker-alto-texas-5781-p198528105,P1985.28.105,In the American West,in_the_american_west,2026-08-28,portrait,1,yes,none,true,,single_frame,three_quarter_body,frontal,level,neutral,frontal,full,leg_or_foot,camera,closed_neutral,medium,both,resting,level,slight,open,image_left,still,portrait,centered,balanced,white,yes,no,yes,0.19,0.91,black_and_white,unclear,unclear,unclear,high,no,medium,实际查看官方详情页图像：单人男性赤裸上身、背头，穿磨损牛仔裤，头部与躯干大致正面朝向相机，一侧髋部外展；双臂和双手下垂进入画面下部，画面下缘截断腿部；白色连续背景与黑色边框可见。,high,false,,codex_carter_v2,2026-08-28
