record_id,title,work_date,source_institution,source_url,accession_id,source_series,analysis_subset,source_checked_on,practice,subject_count,controlled_background,environment_visible,v1_candidate,exclusion_reason,image_structure,framing_scale,head_view,head_tilt,chin_angle,torso_view,face_visibility,crop_pattern,gaze_direction,mouth_state,expression_intensity,hands_visibility,hand_relation,shoulder_state,torso_rotation,posture_openness,weight_distribution,pose_motion,image_orientation,subject_placement,negative_space_bias,background_tone,seamless_background,backdrop_edge_visible,black_border_visible,face_frame_height_ratio,figure_frame_height_ratio,tonality,key_direction,shadow_hardness,facial_shadow_pattern,overall_contrast,highlight_clipping_visible,deep_black_area,observed_notes,annotation_confidence,needs_review,review_reason,annotator,annotated_on
AP-PIL-CAR-01,"A. L. Bean, cotton farmer, Sweetwater, Texas, 3/10/79",1979,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/l-bean-cotton-farmer-sweetwater-texas-31079-p19852840,P1985.28.40,In the American West,in_the_american_west,2026-08-27,portrait,1,yes,none,true,,single_frame,three_quarter_body,frontal,level,neutral,frontal,full,none,camera,closed_neutral,medium,both,touching_body,level,none,closed,centered,still,portrait,centered,balanced,white,yes,no,yes,0.15,0.91,black_and_white,frontal,soft,under_features,high,unclear,medium,单人；戴牛仔帽；头和躯干正面；头部至大腿上部附近可见；双手位于裤袋；人物居中；背景为白色无缝面，四周可见黑色印框；目光朝镜头，嘴闭合；未见环境物件。,high,false,,codex-carter-review,2026-08-27
AP-PIL-CAR-02,"Alfred Lester, dryland farmer, Charboneau, North Dakota, 8/17/82",1982,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/alfred-lester-dryland-farmer-charboneau-north-dakota-81782-p19852880,P1985.28.80,In the American West,in_the_american_west,2026-08-27,portrait,1,yes,none,true,,single_frame,three_quarter_body,frontal,level,neutral,frontal,full,none,camera,closed_neutral,medium,one,resting,level,slight,open,centered,still,portrait,centered,balanced,white,yes,no,yes,0.15,0.88,black_and_white,frontal,soft,under_features,medium,unclear,small,单人；头部至大腿上部附近可见；头部和躯干大致正面；画面右侧一只手在身体旁，另一侧手未见；一根背带从肩部至腰部；人物居中；白色无缝背景，四周黑色印框；目光朝镜头，嘴闭合；未见环境物件。,high,false,,codex-carter-review,2026-08-27
AP-PIL-CAR-03,"Charlene Van Tighem, physical therapist, Augusta, Montana, 6/23/83",1983,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/charlene-van-tighem-physical-therapist-augusta-montana-62383-p1985281,P1985.28.1,In the American West,in_the_american_west,2026-08-27,portrait,1,yes,none,true,,single_frame,waist_up,frontal,level,neutral,frontal,full,none,camera,lips_parted,medium,none,not_applicable,level,none,open,centered,still,portrait,centered,balanced,white,yes,no,yes,0.20,0.90,black_and_white,frontal,soft,under_features,medium,unclear,medium,单人；头部至腰部/上胯部可见；长发垂至胸部；头和躯干正面；双臂下垂，手未入镜；穿比基尼上衣和运动短裤；人物居中；白色无缝背景，四周黑色印框；目光朝镜头；嘴部略分开；未见环境物件。,high,false,,codex-carter-review,2026-08-27
AP-PIL-CAR-04,"Emory J. Stovall, scientist, Los Alamos, New Mexico, 6/12/79",1979,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/emory-j-stovall-scientist-los-alamos-new-mexico-61279-p19852872,P1985.28.72,In the American West,in_the_american_west,2026-08-27,portrait,1,yes,none,true,,single_frame,three_quarter_body,frontal,level,neutral,frontal,full,none,camera,closed_neutral,medium,both,gripping_object,level,none,open,centered,still,portrait,centered,balanced,white,yes,no,yes,0.15,0.92,black_and_white,frontal,soft,under_features,medium,unclear,small,单人；头部至大腿上部附近可见；头和躯干正面；双手各持一个公文包；胸前有工作徽章，领口有 bolo tie；人物居中；白色无缝背景，四周黑色印框；目光朝镜头，嘴闭合；未见环境物件。,high,false,,codex-carter-review,2026-08-27
AP-PIL-CAR-05,"Jesse Kleinsasser, pig man, Hutterite Colony, Harlowton, Montana, 6/23/83",1983,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/jesse-kleinsasser-pig-man-hutterite-colony-harlowton-montana-62383-p19852890,P1985.28.90,In the American West,in_the_american_west,2026-08-27,portrait,1,yes,none,true,,single_frame,three_quarter_body,frontal,level,neutral,frontal,full,none,camera,closed_neutral,low,both,holding_clothing,level,slight,mixed,centered,still,portrait,centered,balanced,white,yes,no,yes,0.14,0.95,black_and_white,frontal,soft,under_features,high,unclear,large,单人；戴鸭舌帽；头部至小腿附近可见，双脚未入镜；头部正面，躯干略转；双手位于腰部/衣襟，一手插入衣襟，另一手抓住前襟；人物居中；白色无缝背景，四周黑色印框；目光朝镜头，嘴闭合；未见环境物件。,high,false,,codex-carter-review,2026-08-27
AP-PIL-CAR-06,"Ronald Fischer, beekeeper, Davis, California, 5/9/81",1981,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/ronald-fischer-beekeeper-davis-california-5981-p198528107,P1985.28.107,In the American West,in_the_american_west,2026-08-27,portrait,1,yes,none,true,,single_frame,waist_up,frontal,level,neutral,frontal,full,none,camera,closed_neutral,medium,none,not_applicable,level,none,open,centered,still,portrait,centered,balanced,white,yes,no,yes,0.17,0.90,black_and_white,frontal,soft,minimal,medium,unclear,small,单人；头部至腰部附近可见；头和躯干正面；双臂下垂，手未入镜；头部、颈部、躯干和手臂表面可见多只蜜蜂；人物居中；白色无缝背景，四周黑色印框；目光朝镜头，嘴闭合；未见环境物件。,high,false,,codex-carter-review,2026-08-27
AP-PIL-CAR-07,"Unidentified migrant worker, Eagle Pass, Texas, 12/10/79",1979,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/unidentified-migrant-worker-eagle-pass-texas-121079-p19852819,P1985.28.19,In the American West,in_the_american_west,2026-08-27,portrait,1,yes,none,true,,single_frame,waist_up,frontal,level,neutral,frontal,full,none,camera,closed_neutral,high,none,not_applicable,level,none,open,centered,still,portrait,centered,balanced,white,yes,no,yes,0.18,0.90,black_and_white,frontal,medium,mixed,high,unclear,medium,单人；头部至腰部附近可见；头和躯干正面；湿长发覆盖部分额头和面部边缘；上身裸露，画面右侧肩部挂有一件衣物；双手未入镜；人物居中；白色无缝背景，四周黑色印框；目光朝镜头，嘴闭合；未见环境物件。,high,false,,codex-carter-review,2026-08-27
AP-PIL-CAR-08,"Valentino Curley, grave digger, Navajo Reservation, Ganado, Arizona, 12/6/80",1980,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/valentino-curley-grave-digger-navajo-reservation-ganado-arizona-12680-p19852866,P1985.28.66,In the American West,in_the_american_west,2026-08-27,portrait,1,yes,none,true,,single_frame,waist_up,frontal,unclear,neutral,frontal,full,none,camera,lips_parted,medium,one,resting,level,slight,open,not_assessable,still,portrait,centered,balanced,white,yes,no,yes,0.17,0.90,black_and_white,frontal,medium,one_side,high,unclear,medium,单人；头部至腰部/上胯部可见；头部略偏向画面左侧，躯干有轻微侧转；画面右侧一只手在身体旁，另一侧手未见；身穿长外套；人物居中；白色无缝背景，四周黑色印框；目光朝镜头，嘴部略分开；未见环境物件。,medium,true,头部与躯干的轻微方向及另一只手是否出框需复核。,codex-carter-review,2026-08-27
AP-PIL-CAR-09,"G. R. Cook III, rodeo contestant, Douglas, Wyoming, 7/27/81",1981,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/g-r-cook-iii-rodeo-contestant-douglas-wyoming-72781-p1985285,P1985.28.5,In the American West,in_the_american_west,2026-08-27,portrait,1,yes,none,true,,single_frame,three_quarter_body,frontal,level,neutral,frontal,full,none,camera,lips_parted,medium,partial,touching_body,level,slight,mixed,centered,still,portrait,centered,balanced,white,yes,no,yes,0.15,0.92,black_and_white,frontal,soft,under_features,high,unclear,medium,单人；头部至大腿上部附近；头和躯干大致正面；画面右侧一只手置于牛仔裤口袋，另一只手未见；身穿深色 T 恤和牛仔裤，腰部有大皮带扣；人物居中；白色无缝背景，四周黑色印框；目光朝镜头；嘴部略分开；未见环境物件。,high,false,,codex-carter-review,2026-08-27
AP-PIL-CAR-10,"Petra Alvarado, factory worker, El Paso, Texas, on her birthday 4/22/82",1982,Amon Carter Museum of American Art,https://www.cartermuseum.org/collection/petra-alvarado-factory-worker-el-paso-texas-her-birthday-42282-p19852814,P1985.28.14,In the American West,in_the_american_west,2026-08-27,portrait,1,yes,none,true,,single_frame,waist_up,frontal,level,neutral,frontal,full,none,camera,lips_parted,medium,one,gripping_object,one_raised,slight,mixed,not_assessable,still,portrait,centered,balanced,white,yes,no,yes,0.19,0.91,black_and_white,frontal,soft,one_side,high,unclear,medium,单人；头部至髋部附近可见；头和躯干大致正面；一只手横在腹部并接触肩部垂下的花朵和纸币饰带，另一只手未见；人物居中；白色无缝背景，四周黑色印框；目光朝镜头；嘴部略分开；未见环境物件。,high,false,,codex-carter-review,2026-08-27
